날짜,충전소명,충전기 유형,충전량(kWh)
2025-09-11,청소년미래진로센터(하자센터),급속,38.86
2025-09-11,여의서로 노상공영주차장(가로등),급속,67.59
2025-09-11,동작구청,급속,99.91
2025-09-11,동작구청 후문 가로등형 충전소,급속,91.41
2025-09-11,신대방동 신라스테이 거주자주차장(가로등),급속,109.86
2025-09-11,대방동(서울공고) 거주자주차장(가로등),급속,10.91
2025-09-11,사당종합체육관,완속,15.37
2025-09-11,사당5동 주민센터 거주자주차장 14번(가로등),급속,85.39
2025-09-11,빙수골 거주자우선주차장,급속,64.59
2025-09-11,사당문화회관 부설주차장,급속,33.75
2025-09-11,난곡스마트 공영주차장,급속,84.05
2025-09-11,관악구 노인회관 50+센터,급속,27.66
2025-09-11,양재솔라스테이션,급속,51.22
2025-09-11,양재솔라스테이션,급속,3.41
2025-09-11,양재솔라스테이션,급속,35.53
2025-09-11,양재솔라스테이션,급속,67.36
2025-09-11,양재솔라스테이션,급속,111.84
2025-09-11,양재솔라스테이션,급속,107.44
2025-09-11,반포복개천 노상공영주차장(가로등),급속,145.01
2025-09-11,AI 체육센터,완속,14.97
2025-09-11,강남구 압구정 나들목 앞 가로등형 충전기,급속,73.44
2025-09-11,강남구 압구정 나들목 앞 가로등형 충전기,급속,109.99
2025-09-11,도곡정보문화도서관 볼라드형 충전소,완속,50.3
2025-09-11,도곡정보문화도서관 볼라드형 충전소,완속,45.5
2025-09-11,수서역 공영주차장 복합충전소,급속,38.29
2025-09-11,수서역 공영주차장 복합충전소,급속,50.76
2025-09-11,수서역 공영주차장 복합충전소,급속,15.63
2025-09-11,논현로28길 노상공영주차장(가로등),급속,22.93
2025-09-11,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,166.89
2025-09-11,논현2동 주민센터,완속,54.35
2025-09-11,논현 제1호주차장,급속,135.53
2025-09-11,논현 제2호주차장,급속,66.97
2025-09-11,서울물재생시설공단,급속,14.17
2025-09-11,강남운전면허시험장,급속,26.86
2025-09-11,강남주민편익시설(가로등),급속,13.87
2025-09-11,문화재청 궁능유적본부,완속,33.1
2025-09-11,논현문화마루,급속,47.9
2025-09-11,도곡2동 주민센터,급속,73.18
2025-09-11,복정역 공영주차장,급속,33.74
2025-09-11,잠실 청소년센터 앞 전기차 충전소(가로등),급속,42.39
2025-09-11,교통공원길 공영주차장 전기차 충전소,급속,57.43
2025-09-11,교통공원길 공영주차장 전기차 충전소,완속,132.86
2025-09-11,위례성길 공영주차장 전기차 충전소,급속,160.42
2025-09-11,위례성길 공영주차장 전기차 충전소,완속,85.85
2025-09-11,문정동 세광교회 앞 전기차 충전소,완속,26.26
2025-09-11,문정근린공원 공영주차장,완속,56.27
2025-09-11,문정근린공원 공영주차장,완속,23.31
2025-09-11,문정근린공원 공영주차장,완속,66.26
2025-09-11,삼전동 공영주차장,완속,31.53
2025-09-11,삼전동 공영주차장,완속,25.23
2025-09-11,삼전동 공영주차장,완속,21.75
2025-09-11,천호역 공영주차장,급속,27.23
2025-09-11,명일동 거주자주차장 134번(가로등),급속,77.69
2025-09-11,명일동 거주자주차장 127번(가로등),급속,72.65
2025-09-11,강동문화재단,완속,0.2
2025-09-11,강동문화재단,완속,0.09
2025-09-11,강동문화재단,완속,0.12
2025-09-11,서울특별시 동부기술교육원,급속,13.76
2025-09-11,서울특별시 동부기술교육원,급속,49.4
2025-09-11,강동구청 제2구민체육센터,급속,1.63
2025-09-11,강동구청 제2구민체육센터,급속,4.42
2025-09-11,강동구청,급속,277.59
2025-09-10,송월동차고지,급속,45.82
2025-09-10,송월동차고지,급속,75.25
2025-09-10,송월동차고지,완속,4.69
2025-09-10,송월동차고지,완속,14.22
2025-09-10,적선동 공영주차장,급속,43.36
2025-09-10,누상공영주차장,완속,30.83
2025-09-10,올림픽기념국민생활관,완속,44.87
2025-09-10,올림픽기념국민생활관,완속,43.67
2025-09-10,올림픽기념국민생활관,완속,3.29
2025-09-10,남산청사,완속,14.14
2025-09-10,남산청사,완속,12.43
2025-09-10,서소문청사(후생동),완속,16.17
2025-09-10,서소문청사(지하주차장),급속,108.75
2025-09-10,서소문청사(지하주차장),완속,28.71
2025-09-10,서울시 본관청사,급속,59.4
2025-09-10,서울시 본관청사,급속,15.61
2025-09-10,기업은행 무교지점 앞 가로등형 충전소,급속,79.83
2025-09-10,훈련원공원 노상공영주차장(가로등),급속,215.48
2025-09-10,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,85.19
2025-09-10,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,140.53
2025-09-10,청계8가 노상공영주차장(가로등),급속,77.48
2025-09-10,청계8가 노상공영주차장(가로등),급속,155.8
2025-09-10,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,144.9
2025-09-10,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,142.49
2025-09-10,서소문청사(지상),급속,82.04
2025-09-10,청계5 노상공영주차장(가로등),급속,65.17
2025-09-10,청계5 노상공영주차장(가로등),급속,195.52
2025-09-10,신창동 공영주차장,급속,61.29
2025-09-10,한남동 공영주차장,급속,36.02
2025-09-10,성동구청,급속,45.51
2025-09-10,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,51.56
2025-09-10,청계8 노상공영주차장(가로등),급속,156.07
2025-09-10,청계8 노상공영주차장(가로등),급속,61.46
2025-09-10,서울숲공원주차장,급속,24.03
2025-09-10,서울숲공원주차장,급속,11.75
2025-09-10,송정동주민센터,급속,20.77
2025-09-10,어린이대공원 후문주차장,급속,23.24
2025-09-10,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,129.98
2025-09-10,어린이대공원 구의문 주차장 복합충전소,급속,61.51
2025-09-10,어린이대공원 구의문 주차장 복합충전소,급속,23.52
2025-09-10,어린이대공원 구의문 주차장 복합충전소,급속,105.9
2025-09-10,자양한양아파트 앞 전기차 충전소(가로등),급속,52.47
2025-09-10,자양우성1차아파트 앞 전기차 충전소(가로등),급속,175.78
2025-09-10,한화꿈에그린아파트 거주자우선주차장(가로등),급속,69.13
2025-09-10,50+동부캠퍼스,급속,30.84
2025-09-10,50+동부캠퍼스,급속,30.83
2025-09-10,이문동 거주자우선주차장(가로등),급속,83.95
2025-09-10,정릉천변 노상공영주차장(가로등),급속,31.74
2025-09-10,휘경동 노외공영주차장(가로등),급속,18.71
2025-09-10,동대문구청,급속,15.39
2025-09-10,동대문구청,급속,95.58
2025-09-10,동대문구청,급속,98.32
2025-09-10,동대문구청,급속,8.05
2025-09-10,장안동근린공원 지하주차장,급속,45.7
2025-09-10,중랑구청,급속,92.15
2025-09-10,봉화산역 공영주차장 전기차 충전소,완속,65.93
2025-09-10,중랑캠핑숲 제1주차장,급속,80.75
2025-09-10,망우역사문화공원 제3주차장,급속,37.58
2025-09-10,망우역사문화공원 제3주차장,급속,15.43
2025-09-10,중랑초교 공영주차장,완속,29.4
2025-09-10,면일초등학교 공영주차장,급속,20.91
2025-09-10,면일초등학교 공영주차장,급속,66.83
2025-09-10,면목5동 공영주차장,급속,79.47
2025-09-10,서울연극창작센터,급속,107.9
2025-09-10,석관동공영주차장,급속,59.77
2025-09-10,석관동공영주차장,급속,73.03
2025-09-10,북악골프연습장,급속,118.81
2025-09-10,제2월곡인조잔디구장,급속,58.65
2025-09-10,미아동 축산농협 전기차 충전소,완속,38.33
2025-09-10,미아동 축산농협 전기차 충전소,완속,61.68
2025-09-10,미아동 도봉세무서 앞 전기차 충전소,완속,9.75
2025-09-10,으뜸공원 공영주차장 전기차 충전소,완속,24.4
2025-09-10,수유동 가오천 공영주차장 전기차 충전소,완속,33.31
2025-09-10,창동역 공영주차장,급속,15.03
2025-09-10,도봉동 실내스포츠센터,급속,109.06
2025-09-10,방학동 도깨비시장 공영주차장,급속,154.25
2025-09-10,창2동 제4공영주차장,급속,242.93
2025-09-10,창3동 제1공영주차장,급속,72.96
2025-09-10,노원세무서 거주자주차장(가로등),급속,49.56
2025-09-10,미화어린이공원 주차장(가로등),급속,142.89
2025-09-10,초안산근린공원 거주자주차장(가로등),급속,157.95
2025-09-10,노원이지센터,급속,3.78
2025-09-10,노원이지센터,급속,17.79
2025-09-10,중랑천 환경센터,급속,1.15
2025-09-10,중랑천 환경센터,급속,1.12
2025-09-10,수락산디자인 노상공영주차장(가로등),급속,114.78
2025-09-10,월계동 거주자주차장(가로등),급속,184.96
2025-09-10,공릉동 거주자주차장(가로등),급속,10.05
2025-09-10,노원자원회수시설,급속,4.52
2025-09-10,노원자원회수시설,급속,2.98
2025-09-10,노원자원회수시설,급속,2.97
2025-09-10,노원구청,급속,32.35
2025-09-10,불암산스포츠타운,급속,36.47
2025-09-10,수락산스포츠타운,급속,27.89
2025-09-10,수락산당고개공원,급속,17.48
2025-09-10,월계복지문화센터,급속,30.84
2025-09-10,수락산디자인거리,급속,97.17
2025-09-10,석계역 공영주차장(석계역 앞),급속,84.52
2025-09-10,초안산수국동산,급속,36.03
2025-09-10,석계역 공영주차장(문화공원 옆),급속,111.25
2025-09-10,노원수학문화관,급속,2.23
2025-09-10,중계근린공원,급속,107.41
2025-09-10,은평평화공원 지하공영주차장,급속,99.54
2025-09-10,노송길 공동주차장,급속,317.23
2025-09-10,신사1동 공동주차장,급속,101.16
2025-09-10,앵봉산가족캠핑장,급속,24.5
2025-09-10,서대문구청 주차장,급속,49.88
2025-09-10,홍제1동 제1공영주차장,급속,60.26
2025-09-10,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,36.06
2025-09-10,북가좌동 공영주차장 전기차 충전소,완속,25.88
2025-09-10,연희동 거주자우선주차장(가로등),급속,128.6
2025-09-10,대궐재어린이공원 거주자주차장(가로등),급속,106.38
2025-09-10,연희제2공영주차장,급속,34.47
2025-09-10,독립문문화공원 지하공영주차장,급속,36.56
2025-09-10,독립문문화공원 지하공영주차장,급속,0.0
2025-09-10,독립문문화공원 지하공영주차장,급속,22.87
2025-09-10,화창운수 앞 가로등형 충전소,급속,93.45
2025-09-10,드림디포 앞 가로등형 충전소,급속,73.06
2025-09-10,청기와2 노상공영주차장(가로등),급속,208.47
2025-09-10,망원3 노상공영주차장(가로등),급속,86.23
2025-09-10,마포농수산물시장,급속,106.21
2025-09-10,마포농수산물시장,급속,156.79
2025-09-10,마포농수산물시장,급속,35.2
2025-09-10,마포유수지 공영주차장,급속,29.33
2025-09-10,마포유수지 공영주차장,급속,93.25
2025-09-10,서울월드컵경기장,급속,21.97
2025-09-10,서울월드컵경기장,급속,51.02
2025-09-10,서울월드컵경기장,급속,32.22
2025-09-10,아현2구역 공영주차장,급속,6.2
2025-09-10,아현2구역 공영주차장,급속,46.94
2025-09-10,아현2구역 공영주차장,급속,40.2
2025-09-10,연남동 공영주차장,급속,157.32
2025-09-10,연남동 공영주차장,급속,47.02
2025-09-10,양천구청,급속,75.12
2025-09-10,해맞이공영주차장,급속,0.0
2025-09-10,신정4동길 노상공영주차장(가로등),급속,81.38
2025-09-10,신정4동길 노상공영주차장(가로등),급속,143.55
2025-09-10,오목교역 노상공영주차장(가로등),급속,80.05
2025-09-10,양천구민체육센터,급속,49.88
2025-09-10,한마음공영주차장,급속,28.23
2025-09-10,곰달래5길 노상공영주차장(가로등),급속,121.0
2025-09-10,곰달래5길 노상공영주차장(가로등),급속,202.32
2025-09-10,신월5동 복개 노상공영주차장(가로등),급속,81.46
2025-09-10,목동공영주차장,급속,27.82
2025-09-10,목동공영주차장,급속,6.55
2025-09-10,목동공영주차장,급속,22.97
2025-09-10,개화산역 공영주차장,급속,11.38
2025-09-10,개화산역 공영주차장,급속,34.99
2025-09-10,방화로 노상공영주차장(가로등),급속,44.73
2025-09-10,화곡본동주민센터,급속,203.09
2025-09-10,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,5.02
2025-09-10,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,35.34
2025-09-10,고척스카이돔,급속,25.2
2025-09-10,고척스카이돔,완속,10.03
2025-09-10,개봉1동 노외공영주차장,완속,30.83
2025-09-10,구로5동 마을공동공영주차장,완속,15.9
2025-09-10,구로2동 주택가 공영주차장,급속,25.99
2025-09-10,신도림역 공영주차장,급속,23.83
2025-09-10,천왕산가족캠핑장,급속,5.44
2025-09-10,가산 공영주차장,급속,22.02
2025-09-10,여의도 KBS홀 앞 전기차 충전소,급속,12.97
2025-09-10,여의도 KBS홀 앞 전기차 충전소,완속,52.0
2025-09-10,여의도 KBS홀 앞 전기차 충전소,완속,29.21
2025-09-10,청소년미래진로센터(하자센터),급속,36.04
2025-09-10,여의서로 노상공영주차장(가로등),급속,90.32
2025-09-10,여의서로 노상공영주차장(가로등),급속,110.4
2025-09-10,동작구청,급속,25.93
2025-09-10,동작구청 후문 가로등형 충전소,급속,56.64
2025-09-10,신대방동 신라스테이 거주자주차장(가로등),급속,29.4
2025-09-10,대방동(서울공고) 거주자주차장(가로등),급속,10.8
2025-09-10,보라매공원 정문주차장,급속,101.16
2025-09-10,사당종합체육관,완속,10.21
2025-09-10,사당5동 주민센터 거주자주차장 14번(가로등),급속,148.75
2025-09-10,빙수골 거주자우선주차장,급속,27.76
2025-09-10,사당문화회관 부설주차장,급속,33.31
2025-09-10,남부초 공영주차장,급속,64.64
2025-09-10,난곡스마트 공영주차장,급속,22.2
2025-09-10,관악구 노인회관 50+센터,급속,19.04
2025-09-10,으뜸공원 주차장,급속,43.39
2025-09-10,양재솔라스테이션,급속,76.74
2025-09-10,양재솔라스테이션,급속,0.0
2025-09-10,양재솔라스테이션,급속,81.99
2025-09-10,양재솔라스테이션,급속,81.49
2025-09-10,양재솔라스테이션,급속,80.94
2025-09-10,양재솔라스테이션,급속,157.13
2025-09-10,반포복개천 노상공영주차장(가로등),급속,107.71
2025-09-10,AI 체육센터,완속,36.11
2025-09-10,강남구 압구정 나들목 앞 가로등형 충전기,급속,71.17
2025-09-10,강남구 압구정 나들목 앞 가로등형 충전기,급속,199.84
2025-09-10,도곡정보문화도서관 볼라드형 충전소,완속,64.66
2025-09-10,도곡정보문화도서관 볼라드형 충전소,완속,29.12
2025-09-10,수서역 공영주차장 복합충전소,급속,89.25
2025-09-10,수서역 공영주차장 복합충전소,급속,83.24
2025-09-10,수서역 공영주차장 복합충전소,급속,39.54
2025-09-10,논현로28길 노상공영주차장(가로등),급속,95.92
2025-09-10,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,83.72
2025-09-10,논현2동 주민센터,완속,35.02
2025-09-10,논현 제1호주차장,급속,77.97
2025-09-10,논현 제2호주차장,급속,73.43
2025-09-10,서울물재생시설공단,급속,52.09
2025-09-10,강남주민편익시설(가로등),급속,48.52
2025-09-10,문화재청 궁능유적본부,완속,30.99
2025-09-10,논현문화마루,급속,7.41
2025-09-10,도곡2동 주민센터,급속,66.8
2025-09-10,복정역 공영주차장,급속,57.14
2025-09-10,잠실 청소년센터 앞 전기차 충전소(가로등),급속,170.05
2025-09-10,교통공원길 공영주차장 전기차 충전소,급속,44.66
2025-09-10,교통공원길 공영주차장 전기차 충전소,완속,15.1
2025-09-10,위례성길 공영주차장 전기차 충전소,급속,27.13
2025-09-10,위례성길 공영주차장 전기차 충전소,완속,44.95
2025-09-10,문정동 세광교회 앞 전기차 충전소,완속,64.08
2025-09-10,문정근린공원 공영주차장,완속,25.92
2025-09-10,문정근린공원 공영주차장,완속,31.5
2025-09-10,문정근린공원 공영주차장,완속,12.93
2025-09-10,삼전동 공영주차장,완속,33.54
2025-09-10,삼전동 공영주차장,완속,30.83
2025-09-10,삼전동 공영주차장,완속,36.65
2025-09-10,마천동1 공영주차장,완속,53.81
2025-09-10,천호역 공영주차장,급속,30.94
2025-09-10,명일동 거주자주차장 134번(가로등),급속,50.03
2025-09-10,명일동 거주자주차장 127번(가로등),급속,101.65
2025-09-10,강동문화재단,완속,10.65
2025-09-10,서울특별시 동부기술교육원,급속,50.92
2025-09-10,강동구청,급속,252.06
2025-09-09,송월동차고지,급속,41.75
2025-09-09,송월동차고지,급속,79.57
2025-09-09,송월동차고지,급속,1.55
2025-09-09,송월동차고지,완속,0.28
2025-09-09,송월동차고지,완속,0.15
2025-09-09,송월동차고지,완속,21.92
2025-09-09,송월동차고지,완속,0.19
2025-09-09,송월동차고지,완속,31.42
2025-09-09,송월동차고지,완속,0.21
2025-09-09,적선동 공영주차장,급속,104.69
2025-09-09,누상공영주차장,급속,15.81
2025-09-09,누상공영주차장,완속,0.11
2025-09-09,올림픽기념국민생활관,완속,39.58
2025-09-09,올림픽기념국민생활관,완속,49.12
2025-09-09,올림픽기념국민생활관,완속,29.72
2025-09-09,남산청사,완속,20.22
2025-09-09,남산청사,완속,5.55
2025-09-09,서소문청사(후생동),완속,17.79
2025-09-09,서소문청사(지하주차장),급속,1.88
2025-09-09,서소문청사(지하주차장),급속,25.62
2025-09-09,서소문청사(지하주차장),완속,14.95
2025-09-09,서울시 본관청사,급속,4.09
2025-09-09,서울시 본관청사,급속,76.24
2025-09-09,기업은행 무교지점 앞 가로등형 충전소,급속,71.29
2025-09-09,훈련원공원 노상공영주차장(가로등),급속,116.02
2025-09-09,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,118.13
2025-09-09,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,58.06
2025-09-09,청계8가 노상공영주차장(가로등),급속,124.12
2025-09-09,청계8가 노상공영주차장(가로등),급속,125.46
2025-09-09,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,48.59
2025-09-09,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,86.46
2025-09-09,서소문청사(지상),급속,42.58
2025-09-09,청계5 노상공영주차장(가로등),급속,167.15
2025-09-09,청계5 노상공영주차장(가로등),급속,119.54
2025-09-09,한남동 공영주차장,급속,62.25
2025-09-09,성동구청,급속,24.99
2025-09-09,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,119.81
2025-09-09,청계8 노상공영주차장(가로등),급속,195.36
2025-09-09,청계8 노상공영주차장(가로등),급속,116.62
2025-09-09,서울숲공원주차장,급속,23.07
2025-09-09,송정동주민센터,급속,38.17
2025-09-09,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,144.31
2025-09-09,어린이대공원 구의문 주차장 복합충전소,급속,138.08
2025-09-09,어린이대공원 구의문 주차장 복합충전소,급속,152.26
2025-09-09,어린이대공원 구의문 주차장 복합충전소,급속,51.54
2025-09-09,자양한양아파트 앞 전기차 충전소(가로등),급속,122.96
2025-09-09,자양우성1차아파트 앞 전기차 충전소(가로등),급속,151.22
2025-09-09,한화꿈에그린아파트 거주자우선주차장(가로등),급속,29.38
2025-09-09,이문동 거주자우선주차장(가로등),급속,61.07
2025-09-09,정릉천변 노상공영주차장(가로등),급속,16.22
2025-09-09,휘경동 노외공영주차장(가로등),급속,25.34
2025-09-09,동대문구청,급속,9.29
2025-09-09,동대문구청,급속,146.56
2025-09-09,동대문구청,급속,175.28
2025-09-09,동대문구청,급속,54.42
2025-09-09,배봉공영주차장,급속,4.66
2025-09-09,중랑구청,급속,124.21
2025-09-09,중랑캠핑숲 제1주차장,완속,9.82
2025-09-09,중랑구시설관리공단 관상복합청사 지하주차장,완속,17.63
2025-09-09,망우역사문화공원 제3주차장,급속,25.46
2025-09-09,망우역사문화공원 제3주차장,급속,27.75
2025-09-09,중랑초교 공영주차장,급속,16.13
2025-09-09,면일초등학교 공영주차장,급속,54.45
2025-09-09,면목5동 공영주차장,급속,56.2
2025-09-09,서울연극창작센터,급속,194.48
2025-09-09,성북구의회,급속,61.97
2025-09-09,석관동공영주차장,급속,94.96
2025-09-09,북악골프연습장,급속,23.57
2025-09-09,북악골프연습장,급속,38.06
2025-09-09,미아동 축산농협 전기차 충전소,완속,19.9
2025-09-09,미아동 도봉세무서 앞 전기차 충전소,완속,25.9
2025-09-09,으뜸공원 공영주차장 전기차 충전소,완속,55.54
2025-09-09,수유동 가오천 공영주차장 전기차 충전소,완속,27.6
2025-09-09,미아동 공영주차장,급속,18.17
2025-09-09,창동역 공영주차장,급속,23.89
2025-09-09,도봉동 실내스포츠센터,급속,151.19
2025-09-09,방학동 도깨비시장 공영주차장,급속,185.4
2025-09-09,창2동 제4공영주차장,급속,57.19
2025-09-09,노원세무서 거주자주차장(가로등),급속,20.45
2025-09-09,미화어린이공원 주차장(가로등),급속,161.38
2025-09-09,초안산근린공원 거주자주차장(가로등),급속,134.88
2025-09-09,수락산디자인 노상공영주차장(가로등),급속,157.48
2025-09-09,월계동 거주자주차장(가로등),급속,50.11
2025-09-09,공릉동 거주자주차장(가로등),급속,117.86
2025-09-09,노원자원회수시설,급속,11.19
2025-09-09,노원구청,급속,17.58
2025-09-09,수락산스포츠타운,급속,69.33
2025-09-09,월계복지문화센터,급속,3.93
2025-09-09,수락산디자인거리,급속,77.54
2025-09-09,석계역 공영주차장(석계역 앞),급속,166.27
2025-09-09,상계구민체육센터,급속,1.45
2025-09-09,초안산수국동산,급속,30.99
2025-09-09,석계역 공영주차장(문화공원 옆),급속,3.08
2025-09-09,수락산 근린공원 공영주차장,급속,3.92
2025-09-09,노원수학문화관,급속,68.3
2025-09-09,불암산공영주차장,급속,35.96
2025-09-09,중계근린공원,급속,116.19
2025-09-09,은평평화공원 지하공영주차장,급속,132.99
2025-09-09,노송길 공동주차장,급속,259.01
2025-09-09,신사1동 공동주차장,급속,0.0
2025-09-09,앵봉산가족캠핑장,급속,29.03
2025-09-09,서대문구청 주차장,급속,97.43
2025-09-09,홍제1동 제1공영주차장,급속,95.74
2025-09-09,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,60.57
2025-09-09,북가좌동 공영주차장 전기차 충전소,완속,30.01
2025-09-09,연희동 거주자우선주차장(가로등),급속,169.28
2025-09-09,대궐재어린이공원 거주자주차장(가로등),급속,46.35
2025-09-09,독립문문화공원 지하공영주차장,급속,59.26
2025-09-09,독립문문화공원 지하공영주차장,급속,49.97
2025-09-09,화창운수 앞 가로등형 충전소,급속,134.01
2025-09-09,드림디포 앞 가로등형 충전소,급속,109.72
2025-09-09,시립서부노인 전문요양센터,완속,29.58
2025-09-09,청기와2 노상공영주차장(가로등),급속,143.31
2025-09-09,망원3 노상공영주차장(가로등),급속,179.31
2025-09-09,마포농수산물시장,급속,78.17
2025-09-09,마포농수산물시장,급속,60.89
2025-09-09,마포농수산물시장,급속,24.32
2025-09-09,마포유수지 공영주차장,급속,79.49
2025-09-09,마포유수지 공영주차장,급속,44.13
2025-09-09,서울월드컵경기장,급속,24.61
2025-09-09,서울월드컵경기장,급속,26.57
2025-09-09,아현2구역 공영주차장,급속,45.82
2025-09-09,아현2구역 공영주차장,급속,83.34
2025-09-09,아현2구역 공영주차장,급속,26.17
2025-09-09,연남동 공영주차장,급속,83.92
2025-09-09,연남동 공영주차장,급속,64.75
2025-09-09,양천구청,급속,38.22
2025-09-09,신정4동길 노상공영주차장(가로등),급속,124.68
2025-09-09,신정4동길 노상공영주차장(가로등),급속,97.64
2025-09-09,오목교역 노상공영주차장(가로등),급속,53.11
2025-09-09,양천구민체육센터,급속,24.92
2025-09-09,한마음공영주차장,급속,3.1
2025-09-09,곰달래5길 노상공영주차장(가로등),급속,143.21
2025-09-09,곰달래5길 노상공영주차장(가로등),급속,125.8
2025-09-09,신월5동 복개 노상공영주차장(가로등),급속,102.44
2025-09-09,목동공영주차장,급속,40.68
2025-09-09,목동공영주차장,급속,39.12
2025-09-09,목동공영주차장,급속,18.05
2025-09-09,목동공영주차장,급속,50.32
2025-09-09,개화산역 공영주차장,급속,23.29
2025-09-09,개화산역 공영주차장,급속,75.48
2025-09-09,방화로 노상공영주차장(가로등),급속,110.71
2025-09-09,화곡본동주민센터,급속,52.04
2025-09-09,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,22.23
2025-09-09,고척스카이돔,급속,62.7
2025-09-09,고척스카이돔,완속,10.41
2025-09-09,개봉1동 노외공영주차장,완속,7.03
2025-09-09,신도림역 공영주차장,급속,34.51
2025-09-09,여의도 KBS홀 앞 전기차 충전소,급속,30.27
2025-09-09,여의도 KBS홀 앞 전기차 충전소,완속,24.95
2025-09-09,여의도 KBS홀 앞 전기차 충전소,완속,9.83
2025-09-09,청소년미래진로센터(하자센터),급속,34.7
2025-09-09,여의서로 노상공영주차장(가로등),급속,64.19
2025-09-09,여의서로 노상공영주차장(가로등),급속,9.08
2025-09-09,동작구청,급속,41.71
2025-09-09,동작구청 후문 가로등형 충전소,급속,98.4
2025-09-09,신대방동 신라스테이 거주자주차장(가로등),급속,93.79
2025-09-09,대방동(서울공고) 거주자주차장(가로등),급속,10.8
2025-09-09,보라매공원 정문주차장,급속,90.93
2025-09-09,사당5동 주민센터 거주자주차장 14번(가로등),급속,82.51
2025-09-09,빙수골 거주자우선주차장,급속,55.41
2025-09-09,사당문화회관 부설주차장,급속,3.87
2025-09-09,난곡스마트 공영주차장,급속,39.66
2025-09-09,관악구 노인회관 50+센터,급속,54.46
2025-09-09,으뜸공원 주차장,급속,26.96
2025-09-09,양재솔라스테이션,급속,24.76
2025-09-09,양재솔라스테이션,급속,56.63
2025-09-09,양재솔라스테이션,급속,60.01
2025-09-09,양재솔라스테이션,급속,27.83
2025-09-09,양재솔라스테이션,급속,21.59
2025-09-09,반포복개천 노상공영주차장(가로등),급속,144.57
2025-09-09,AI 체육센터,완속,14.12
2025-09-09,강남구 압구정 나들목 앞 가로등형 충전기,급속,416.89
2025-09-09,강남구 압구정 나들목 앞 가로등형 충전기,급속,151.83
2025-09-09,도곡정보문화도서관 볼라드형 충전소,완속,35.33
2025-09-09,도곡정보문화도서관 볼라드형 충전소,완속,39.14
2025-09-09,수서역 공영주차장 복합충전소,급속,80.31
2025-09-09,수서역 공영주차장 복합충전소,급속,108.59
2025-09-09,수서역 공영주차장 복합충전소,급속,111.46
2025-09-09,논현로28길 노상공영주차장(가로등),급속,32.79
2025-09-09,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,31.27
2025-09-09,논현2동 주민센터,완속,61.38
2025-09-09,논현 제1호주차장,급속,81.71
2025-09-09,논현 제2호주차장,급속,42.54
2025-09-09,강남운전면허시험장,급속,6.18
2025-09-09,강남주민편익시설(가로등),급속,8.42
2025-09-09,강남주민편익시설(가로등),급속,17.53
2025-09-09,문화재청 궁능유적본부,완속,23.19
2025-09-09,도곡2동 주민센터,급속,57.69
2025-09-09,복정역 공영주차장,급속,2.14
2025-09-09,잠실 청소년센터 앞 전기차 충전소(가로등),급속,219.13
2025-09-09,교통공원길 공영주차장 전기차 충전소,급속,37.17
2025-09-09,교통공원길 공영주차장 전기차 충전소,완속,27.62
2025-09-09,위례성길 공영주차장 전기차 충전소,급속,29.63
2025-09-09,문정동 세광교회 앞 전기차 충전소,완속,33.95
2025-09-09,문정근린공원 공영주차장,완속,54.2
2025-09-09,문정근린공원 공영주차장,완속,10.88
2025-09-09,문정근린공원 공영주차장,완속,31.5
2025-09-09,삼전동 공영주차장,완속,10.73
2025-09-09,삼전동 공영주차장,완속,14.61
2025-09-09,삼전동 공영주차장,완속,9.25
2025-09-09,마천동1 공영주차장,완속,0.09
2025-09-09,천호역 공영주차장,급속,43.43
2025-09-09,명일동 거주자주차장 134번(가로등),급속,50.52
2025-09-09,명일동 거주자주차장 127번(가로등),급속,55.99
2025-09-09,강동문화재단,완속,10.72
2025-09-09,서울특별시 동부기술교육원,급속,69.4
2025-09-09,강동구청,급속,156.79
2025-09-08,송월동차고지,급속,38.58
2025-09-08,송월동차고지,급속,39.07
2025-09-08,송월동차고지,급속,47.09
2025-09-08,송월동차고지,완속,17.09
2025-09-08,송월동차고지,완속,27.74
2025-09-08,송월동차고지,완속,50.87
2025-09-08,적선동 공영주차장,급속,80.34
2025-09-08,누상공영주차장,완속,30.83
2025-09-08,올림픽기념국민생활관,완속,1.8
